"Tabela 9606 - População residente, por cor ou raça, segundo o sexo e a idade"
"Variável - População residente (Pessoas)"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Ano x Cor ou raça x Sexo"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"2022"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";;;"Branca";;;"Preta";;;"Amarela";;;"Parda";;;"Indígena"
"Região Geográfica Intermediária, Região Geográfica Imediata, Unidade da Federação, Concentração Urbana e Município";"Idade";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres";"Total";"Homens";"Mulheres"
"Paraíba do Sul (RJ)";"94 anos";"31";"11";"20";"17";"5";"12";"3";"2";"1";"-";"-";"-";"10";"3";"7";"1";"1";"-"
"Paraíba do Sul (RJ)";"95 a 99 anos";"33";"6";"27";"17";"4";"13";"6";"1";"5";"-";"-";"-";"10";"1";"9";"-";"-";"-"
"Paraíba do Sul (RJ)";"95 anos";"9";"1";"8";"3";"1";"2";"4";"-";"4";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Paraíba do Sul (RJ)";"96 anos";"7";"1";"6";"4";"-";"4";"-";"-";"-";"-";"-";"-";"3";"1";"2";"-";"-";"-"
"Paraíba do Sul (RJ)";"97 anos";"5";"2";"3";"2";"1";"1";"1";"1";"-";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Paraíba do Sul (RJ)";"98 anos";"8";"2";"6";"4";"2";"2";"1";"-";"1";"-";"-";"-";"3";"-";"3";"-";"-";"-"
"Paraíba do Sul (RJ)";"99 anos";"4";"-";"4";"4";"-";"4";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraíba do Sul (RJ)";"100 anos ou mais";"8";"2";"6";"7";"2";"5";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraty (RJ)";"Total";"45243";"22353";"22890";"19607";"9333";"10274";"4618";"2371";"2247";"124";"55";"69";"20420";"10343";"10077";"470";"248";"222"
"Paraty (RJ)";"0 a 4 anos";"2984";"1511";"1473";"1428";"702";"726";"201";"103";"98";"3";"3";"-";"1291";"666";"625";"61";"37";"24"
"Paraty (RJ)";"Menos de 1 ano";"560";"274";"286";"280";"138";"142";"33";"16";"17";"-";"-";"-";"234";"114";"120";"13";"6";"7"
"Paraty (RJ)";"Menos de 1 mês";"39";"17";"22";"22";"8";"14";"1";"-";"1";"-";"-";"-";"16";"9";"7";"-";"-";"-"
"Paraty (RJ)";"1 mês";"45";"21";"24";"21";"8";"13";"4";"1";"3";"-";"-";"-";"20";"12";"8";"-";"-";"-"
"Paraty (RJ)";"2 meses";"52";"22";"30";"27";"15";"12";"1";"-";"1";"-";"-";"-";"24";"7";"17";"-";"-";"-"
"Paraty (RJ)";"3 meses";"57";"28";"29";"27";"14";"13";"3";"3";"-";"-";"-";"-";"26";"10";"16";"1";"1";"-"
"Paraty (RJ)";"4 meses";"48";"24";"24";"20";"12";"8";"10";"4";"6";"-";"-";"-";"18";"8";"10";"-";"-";"-"
"Paraty (RJ)";"5 meses";"46";"27";"19";"24";"13";"11";"2";"-";"2";"-";"-";"-";"17";"13";"4";"3";"1";"2"
"Paraty (RJ)";"6 meses";"50";"29";"21";"22";"12";"10";"8";"6";"2";"-";"-";"-";"17";"10";"7";"3";"1";"2"
"Paraty (RJ)";"7 meses";"44";"21";"23";"22";"13";"9";"1";"-";"1";"-";"-";"-";"19";"7";"12";"2";"1";"1"
"Paraty (RJ)";"8 meses";"42";"24";"18";"17";"10";"7";"-";"-";"-";"-";"-";"-";"25";"14";"11";"-";"-";"-"
"Paraty (RJ)";"9 meses";"54";"21";"33";"27";"10";"17";"2";"2";"-";"-";"-";"-";"22";"8";"14";"3";"1";"2"
"Paraty (RJ)";"10 meses";"29";"9";"20";"20";"7";"13";"1";"-";"1";"-";"-";"-";"8";"2";"6";"-";"-";"-"
"Paraty (RJ)";"11 meses";"54";"31";"23";"31";"16";"15";"-";"-";"-";"-";"-";"-";"22";"14";"8";"1";"1";"-"
"Paraty (RJ)";"1 ano";"525";"260";"265";"255";"122";"133";"35";"16";"19";"-";"-";"-";"218";"111";"107";"17";"11";"6"
"Paraty (RJ)";"2 anos";"600";"309";"291";"297";"144";"153";"41";"21";"20";"-";"-";"-";"253";"138";"115";"9";"6";"3"
"Paraty (RJ)";"3 anos";"651";"317";"334";"295";"148";"147";"52";"24";"28";"3";"3";"-";"286";"134";"152";"15";"8";"7"
"Paraty (RJ)";"4 anos";"648";"351";"297";"301";"150";"151";"40";"26";"14";"-";"-";"-";"300";"169";"131";"7";"6";"1"
"Paraty (RJ)";"5 a 9 anos";"3116";"1610";"1506";"1336";"691";"645";"262";"119";"143";"8";"3";"5";"1462";"770";"692";"48";"27";"21"
"Paraty (RJ)";"5 anos";"611";"289";"322";"264";"119";"145";"45";"23";"22";"2";"1";"1";"291";"140";"151";"9";"6";"3"
"Paraty (RJ)";"6 anos";"626";"342";"284";"266";"143";"123";"52";"22";"30";"2";"1";"1";"291";"166";"125";"15";"10";"5"
"Paraty (RJ)";"7 anos";"662";"349";"313";"298";"156";"142";"46";"17";"29";"1";"1";"-";"309";"171";"138";"8";"4";"4"
"Paraty (RJ)";"8 anos";"609";"316";"293";"269";"148";"121";"55";"31";"24";"1";"-";"1";"277";"133";"144";"7";"4";"3"
"Paraty (RJ)";"9 anos";"608";"314";"294";"239";"125";"114";"64";"26";"38";"2";"-";"2";"294";"160";"134";"9";"3";"6"
"Paraty (RJ)";"10 a 14 anos";"3019";"1530";"1489";"1254";"652";"602";"261";"131";"130";"1";"-";"1";"1457";"726";"731";"45";"20";"25"
"Paraty (RJ)";"10 anos";"603";"307";"296";"232";"118";"114";"45";"22";"23";"1";"-";"1";"319";"163";"156";"5";"3";"2"
"Paraty (RJ)";"11 anos";"599";"305";"294";"245";"140";"105";"51";"24";"27";"-";"-";"-";"290";"138";"152";"13";"3";"10"
"Paraty (RJ)";"12 anos";"612";"299";"313";"251";"128";"123";"52";"26";"26";"-";"-";"-";"301";"144";"157";"8";"1";"7"
"Paraty (RJ)";"13 anos";"652";"335";"317";"286";"147";"139";"66";"30";"36";"-";"-";"-";"287";"149";"138";"13";"9";"4"
"Paraty (RJ)";"14 anos";"553";"284";"269";"240";"119";"121";"47";"29";"18";"-";"-";"-";"260";"132";"128";"6";"4";"2"
"Paraty (RJ)";"15 a 19 anos";"3224";"1640";"1584";"1303";"647";"656";"315";"152";"163";"4";"4";"-";"1548";"812";"736";"54";"25";"29"
"Paraty (RJ)";"15 anos";"606";"318";"288";"245";"120";"125";"51";"22";"29";"1";"1";"-";"304";"172";"132";"5";"3";"2"
"Paraty (RJ)";"16 anos";"717";"372";"345";"306";"156";"150";"59";"34";"25";"-";"-";"-";"339";"176";"163";"13";"6";"7"
"Paraty (RJ)";"17 anos";"649";"331";"318";"255";"129";"126";"66";"31";"35";"-";"-";"-";"316";"165";"151";"12";"6";"6"
"Paraty (RJ)";"18 anos";"649";"320";"329";"270";"128";"142";"63";"29";"34";"2";"2";"-";"302";"155";"147";"12";"6";"6"
"Paraty (RJ)";"19 anos";"603";"299";"304";"227";"114";"113";"76";"36";"40";"1";"1";"-";"287";"144";"143";"12";"4";"8"
"Paraty (RJ)";"20 a 24 anos";"3225";"1655";"1570";"1247";"617";"630";"369";"208";"161";"4";"1";"3";"1557";"803";"754";"48";"26";"22"
"Paraty (RJ)";"20 anos";"607";"330";"277";"243";"130";"113";"71";"39";"32";"1";"-";"1";"282";"154";"128";"10";"7";"3"
"Paraty (RJ)";"21 anos";"625";"305";"320";"227";"104";"123";"61";"34";"27";"-";"-";"-";"330";"164";"166";"7";"3";"4"
"Paraty (RJ)";"22 anos";"740";"376";"364";"295";"148";"147";"84";"47";"37";"2";"1";"1";"349";"174";"175";"10";"6";"4"
"Paraty (RJ)";"23 anos";"593";"281";"312";"223";"100";"123";"74";"45";"29";"-";"-";"-";"284";"131";"153";"12";"5";"7"
"Paraty (RJ)";"24 anos";"660";"363";"297";"259";"135";"124";"79";"43";"36";"1";"-";"1";"312";"180";"132";"9";"5";"4"
"Paraty (RJ)";"25 a 29 anos";"3223";"1574";"1649";"1293";"594";"699";"415";"240";"175";"5";"3";"2";"1475";"718";"757";"35";"19";"16"
"Paraty (RJ)";"25 anos";"713";"350";"363";"295";"132";"163";"82";"52";"30";"-";"-";"-";"327";"161";"166";"9";"5";"4"
"Paraty (RJ)";"26 anos";"627";"308";"319";"234";"110";"124";"90";"53";"37";"1";"1";"-";"298";"141";"157";"4";"3";"1"
"Paraty (RJ)";"27 anos";"611";"298";"313";"249";"110";"139";"77";"39";"38";"2";"2";"-";"273";"143";"130";"10";"4";"6"
"Paraty (RJ)";"28 anos";"662";"319";"343";"267";"120";"147";"87";"49";"38";"2";"-";"2";"301";"146";"155";"5";"4";"1"
"Paraty (RJ)";"29 anos";"610";"299";"311";"248";"122";"126";"79";"47";"32";"-";"-";"-";"276";"127";"149";"7";"3";"4"
"Paraty (RJ)";"30 a 34 anos";"3338";"1570";"1768";"1331";"603";"728";"396";"200";"196";"17";"9";"8";"1568";"739";"829";"26";"19";"7"
"Paraty (RJ)";"30 anos";"679";"318";"361";"274";"128";"146";"74";"35";"39";"3";"-";"3";"323";"151";"172";"5";"4";"1"
"Paraty (RJ)";"31 anos";"633";"277";"356";"259";"111";"148";"76";"37";"39";"2";"-";"2";"291";"124";"167";"5";"5";"-"
"Paraty (RJ)";"32 anos";"662";"302";"360";"237";"99";"138";"83";"47";"36";"4";"2";"2";"331";"151";"180";"7";"3";"4"
"Paraty (RJ)";"33 anos";"684";"344";"340";"285";"134";"151";"84";"41";"43";"3";"3";"-";"308";"164";"144";"4";"2";"2"
"Paraty (RJ)";"34 anos";"680";"329";"351";"276";"131";"145";"79";"40";"39";"5";"4";"1";"315";"149";"166";"5";"5";"-"
"Paraty (RJ)";"35 a 39 anos";"3845";"1808";"2037";"1620";"698";"922";"437";"229";"208";"16";"4";"12";"1738";"863";"875";"32";"13";"19"
"Paraty (RJ)";"35 anos";"813";"378";"435";"322";"134";"188";"100";"55";"45";"4";"-";"4";"381";"189";"192";"6";"-";"6"
"Paraty (RJ)";"36 anos";"751";"370";"381";"334";"158";"176";"77";"35";"42";"2";"1";"1";"330";"171";"159";"8";"5";"3"
"Paraty (RJ)";"37 anos";"768";"358";"410";"299";"130";"169";"89";"44";"45";"2";"1";"1";"370";"179";"191";"8";"4";"4"
"Paraty (RJ)";"38 anos";"761";"343";"418";"328";"127";"201";"97";"48";"49";"6";"2";"4";"324";"164";"160";"4";"1";"3"
"Paraty (RJ)";"39 anos";"752";"359";"393";"337";"149";"188";"74";"47";"27";"2";"-";"2";"333";"160";"173";"6";"3";"3"
"Paraty (RJ)";"40 a 44 anos";"4013";"1962";"2051";"1721";"803";"918";"442";"226";"216";"16";"7";"9";"1801";"910";"891";"32";"15";"17"
"Paraty (RJ)";"40 anos";"922";"461";"461";"388";"179";"209";"106";"54";"52";"5";"1";"4";"416";"223";"193";"7";"4";"3"
"Paraty (RJ)";"41 anos";"797";"376";"421";"338";"154";"184";"90";"43";"47";"3";"-";"3";"356";"173";"183";"10";"6";"4"
"Paraty (RJ)";"42 anos";"868";"411";"457";"361";"162";"199";"107";"53";"54";"6";"5";"1";"389";"189";"200";"5";"2";"3"
"Paraty (RJ)";"43 anos";"764";"372";"392";"327";"165";"162";"80";"43";"37";"-";"-";"-";"352";"162";"190";"4";"1";"3"
"Paraty (RJ)";"44 anos";"662";"342";"320";"307";"143";"164";"59";"33";"26";"2";"1";"1";"288";"163";"125";"6";"2";"4"
"Paraty (RJ)";"45 a 49 anos";"3377";"1681";"1696";"1486";"695";"791";"327";"176";"151";"9";"3";"6";"1532";"793";"739";"23";"14";"9"
"Paraty (RJ)";"45 anos";"779";"388";"391";"337";"155";"182";"87";"52";"35";"3";"1";"2";"346";"176";"170";"6";"4";"2"
"Paraty (RJ)";"46 anos";"686";"343";"343";"296";"136";"160";"62";"31";"31";"1";"1";"-";"319";"171";"148";"8";"4";"4"
"Paraty (RJ)";"47 anos";"687";"340";"347";"284";"131";"153";"66";"31";"35";"3";"-";"3";"330";"175";"155";"4";"3";"1"
"Paraty (RJ)";"48 anos";"633";"313";"320";"300";"138";"162";"56";"32";"24";"-";"-";"-";"273";"141";"132";"4";"2";"2"
"Paraty (RJ)";"49 anos";"592";"297";"295";"269";"135";"134";"56";"30";"26";"2";"1";"1";"264";"130";"134";"1";"1";"-"
"Paraty (RJ)";"50 a 54 anos";"2919";"1449";"1470";"1264";"596";"668";"316";"157";"159";"5";"3";"2";"1320";"686";"634";"14";"7";"7"
"Paraty (RJ)";"50 anos";"634";"309";"325";"243";"108";"135";"81";"33";"48";"2";"2";"-";"303";"165";"138";"5";"1";"4"
"Paraty (RJ)";"51 anos";"610";"288";"322";"279";"132";"147";"65";"31";"34";"2";"1";"1";"260";"121";"139";"4";"3";"1"
"Paraty (RJ)";"52 anos";"584";"289";"295";"252";"120";"132";"59";"32";"27";"-";"-";"-";"272";"137";"135";"1";"-";"1"
"Paraty (RJ)";"53 anos";"539";"301";"238";"235";"128";"107";"61";"36";"25";"1";"-";"1";"240";"136";"104";"2";"1";"1"
"Paraty (RJ)";"54 anos";"552";"262";"290";"255";"108";"147";"50";"25";"25";"-";"-";"-";"245";"127";"118";"2";"2";"-"
"Paraty (RJ)";"55 a 59 anos";"2654";"1272";"1382";"1216";"583";"633";"265";"119";"146";"5";"1";"4";"1152";"559";"593";"16";"10";"6"
"Paraty (RJ)";"55 anos";"529";"254";"275";"247";"121";"126";"69";"32";"37";"-";"-";"-";"206";"97";"109";"7";"4";"3"
"Paraty (RJ)";"56 anos";"563";"279";"284";"252";"131";"121";"55";"23";"32";"-";"-";"-";"252";"123";"129";"4";"2";"2"
"Paraty (RJ)";"57 anos";"518";"242";"276";"231";"104";"127";"50";"24";"26";"2";"1";"1";"235";"113";"122";"-";"-";"-"
"Paraty (RJ)";"58 anos";"533";"274";"259";"245";"120";"125";"45";"21";"24";"1";"-";"1";"240";"132";"108";"2";"1";"1"
"Paraty (RJ)";"59 anos";"511";"223";"288";"241";"107";"134";"46";"19";"27";"2";"-";"2";"219";"94";"125";"3";"3";"-"
"Paraty (RJ)";"60 a 64 anos";"2240";"1098";"1142";"1060";"499";"561";"211";"102";"109";"9";"1";"8";"949";"491";"458";"11";"5";"6"
"Paraty (RJ)";"60 anos";"498";"260";"238";"215";"106";"109";"49";"24";"25";"2";"-";"2";"229";"129";"100";"3";"1";"2"
"Paraty (RJ)";"61 anos";"425";"226";"199";"200";"108";"92";"35";"16";"19";"2";"1";"1";"186";"100";"86";"2";"1";"1"
"Paraty (RJ)";"62 anos";"473";"212";"261";"221";"96";"125";"45";"19";"26";"1";"-";"1";"204";"96";"108";"2";"1";"1"
"Paraty (RJ)";"63 anos";"443";"199";"244";"227";"98";"129";"36";"19";"17";"1";"-";"1";"177";"81";"96";"2";"1";"1"
"Paraty (RJ)";"64 anos";"401";"201";"200";"197";"91";"106";"46";"24";"22";"3";"-";"3";"153";"85";"68";"2";"1";"1"
"Paraty (RJ)";"65 a 69 anos";"1678";"851";"827";"814";"388";"426";"181";"94";"87";"11";"7";"4";"665";"360";"305";"7";"2";"5"
"Paraty (RJ)";"65 anos";"413";"206";"207";"199";"93";"106";"45";"20";"25";"-";"-";"-";"168";"92";"76";"1";"1";"-"
"Paraty (RJ)";"66 anos";"308";"159";"149";"151";"72";"79";"20";"11";"9";"3";"3";"-";"131";"72";"59";"3";"1";"2"
"Paraty (RJ)";"67 anos";"333";"177";"156";"159";"75";"84";"44";"22";"22";"4";"1";"3";"125";"79";"46";"1";"-";"1"
"Paraty (RJ)";"68 anos";"326";"158";"168";"161";"75";"86";"38";"23";"15";"2";"1";"1";"124";"59";"65";"1";"-";"1"
"Paraty (RJ)";"69 anos";"298";"151";"147";"144";"73";"71";"34";"18";"16";"2";"2";"-";"117";"58";"59";"1";"-";"1"
"Paraty (RJ)";"70 a 74 anos";"1121";"570";"551";"548";"266";"282";"104";"60";"44";"6";"5";"1";"459";"237";"222";"4";"2";"2"
"Paraty (RJ)";"70 anos";"308";"162";"146";"157";"76";"81";"31";"13";"18";"3";"3";"-";"115";"69";"46";"2";"1";"1"
"Paraty (RJ)";"71 anos";"217";"110";"107";"102";"47";"55";"15";"8";"7";"1";"1";"-";"99";"54";"45";"-";"-";"-"
"Paraty (RJ)";"72 anos";"226";"109";"117";"109";"53";"56";"20";"14";"6";"-";"-";"-";"97";"42";"55";"-";"-";"-"
"Paraty (RJ)";"73 anos";"190";"105";"85";"88";"46";"42";"22";"14";"8";"1";"1";"-";"77";"43";"34";"2";"1";"1"
"Paraty (RJ)";"74 anos";"180";"84";"96";"92";"44";"48";"16";"11";"5";"1";"-";"1";"71";"29";"42";"-";"-";"-"
"Paraty (RJ)";"75 a 79 anos";"616";"283";"333";"316";"145";"171";"69";"31";"38";"1";"1";"-";"224";"104";"120";"6";"2";"4"
"Paraty (RJ)";"75 anos";"164";"74";"90";"83";"37";"46";"18";"6";"12";"-";"-";"-";"60";"30";"30";"3";"1";"2"
"Paraty (RJ)";"76 anos";"133";"67";"66";"65";"34";"31";"13";"3";"10";"-";"-";"-";"55";"30";"25";"-";"-";"-"
"Paraty (RJ)";"77 anos";"117";"59";"58";"66";"35";"31";"11";"4";"7";"-";"-";"-";"39";"20";"19";"1";"-";"1"
"Paraty (RJ)";"78 anos";"122";"54";"68";"68";"28";"40";"18";"15";"3";"-";"-";"-";"35";"10";"25";"1";"1";"-"
"Paraty (RJ)";"79 anos";"80";"29";"51";"34";"11";"23";"9";"3";"6";"1";"1";"-";"35";"14";"21";"1";"-";"1"
"Paraty (RJ)";"80 a 84 anos";"347";"173";"174";"197";"92";"105";"28";"14";"14";"2";"-";"2";"119";"67";"52";"1";"-";"1"
"Paraty (RJ)";"80 anos";"94";"44";"50";"52";"22";"30";"10";"5";"5";"1";"-";"1";"31";"17";"14";"-";"-";"-"
"Paraty (RJ)";"81 anos";"74";"35";"39";"46";"21";"25";"4";"3";"1";"-";"-";"-";"24";"11";"13";"-";"-";"-"
"Paraty (RJ)";"82 anos";"88";"53";"35";"47";"24";"23";"6";"4";"2";"1";"-";"1";"34";"25";"9";"-";"-";"-"
"Paraty (RJ)";"83 anos";"49";"19";"30";"28";"13";"15";"8";"2";"6";"-";"-";"-";"12";"4";"8";"1";"-";"1"
"Paraty (RJ)";"84 anos";"42";"22";"20";"24";"12";"12";"-";"-";"-";"-";"-";"-";"18";"10";"8";"-";"-";"-"
"Paraty (RJ)";"85 a 89 anos";"200";"83";"117";"111";"45";"66";"12";"8";"4";"2";"-";"2";"74";"29";"45";"1";"1";"-"
"Paraty (RJ)";"85 anos";"41";"17";"24";"23";"9";"14";"2";"1";"1";"1";"-";"1";"15";"7";"8";"-";"-";"-"
"Paraty (RJ)";"86 anos";"39";"15";"24";"20";"9";"11";"4";"3";"1";"-";"-";"-";"15";"3";"12";"-";"-";"-"
"Paraty (RJ)";"87 anos";"46";"18";"28";"26";"8";"18";"4";"3";"1";"-";"-";"-";"16";"7";"9";"-";"-";"-"
"Paraty (RJ)";"88 anos";"40";"17";"23";"20";"7";"13";"2";"1";"1";"-";"-";"-";"17";"8";"9";"1";"1";"-"
"Paraty (RJ)";"89 anos";"34";"16";"18";"22";"12";"10";"-";"-";"-";"1";"-";"1";"11";"4";"7";"-";"-";"-"
"Paraty (RJ)";"90 a 94 anos";"83";"26";"57";"52";"15";"37";"5";"1";"4";"-";"-";"-";"22";"7";"15";"4";"3";"1"
"Paraty (RJ)";"90 anos";"25";"6";"19";"16";"4";"12";"1";"-";"1";"-";"-";"-";"8";"2";"6";"-";"-";"-"
"Paraty (RJ)";"91 anos";"15";"7";"8";"9";"2";"7";"1";"1";"-";"-";"-";"-";"4";"3";"1";"1";"1";"-"
"Paraty (RJ)";"92 anos";"19";"7";"12";"10";"4";"6";"1";"-";"1";"-";"-";"-";"7";"2";"5";"1";"1";"-"
"Paraty (RJ)";"93 anos";"12";"3";"9";"8";"2";"6";"2";"-";"2";"-";"-";"-";"1";"-";"1";"1";"1";"-"
"Paraty (RJ)";"94 anos";"12";"3";"9";"9";"3";"6";"-";"-";"-";"-";"-";"-";"2";"-";"2";"1";"-";"1"
"Paraty (RJ)";"95 a 99 anos";"18";"6";"12";"9";"2";"7";"2";"1";"1";"-";"-";"-";"7";"3";"4";"-";"-";"-"
"Paraty (RJ)";"95 anos";"7";"3";"4";"4";"1";"3";"-";"-";"-";"-";"-";"-";"3";"2";"1";"-";"-";"-"
"Paraty (RJ)";"96 anos";"3";"-";"3";"-";"-";"-";"1";"-";"1";"-";"-";"-";"2";"-";"2";"-";"-";"-"
"Paraty (RJ)";"97 anos";"5";"3";"2";"3";"1";"2";"1";"1";"-";"-";"-";"-";"1";"1";"-";"-";"-";"-"
"Paraty (RJ)";"98 anos";"2";"-";"2";"2";"-";"2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"Paraty (RJ)";"99 anos";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1";"-";"1";"-";"-";"-"
"Paraty (RJ)";"100 anos ou mais";"3";"1";"2";"1";"-";"1";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2";"1";"1"
"Paty do Alferes (RJ)";"Total";"29619";"14301";"15318";"12067";"5597";"6470";"3935";"1934";"2001";"28";"14";"14";"13552";"6742";"6810";"36";"13";"23"
"Paty do Alferes (RJ)";"0 a 4 anos";"1861";"950";"911";"809";"410";"399";"148";"80";"68";"-";"-";"-";"903";"460";"443";"1";"-";"1"
"Paty do Alferes (RJ)";"Menos de 1 ano";"345";"171";"174";"172";"85";"87";"21";"15";"6";"-";"-";"-";"152";"71";"81";"-";"-";"-"
"Paty do Alferes (RJ)";"Menos de 1 mês";"28";"19";"9";"20";"14";"6";"-";"-";"-";"-";"-";"-";"8";"5";"3";"-";"-";"-"
"Paty do Alferes (RJ)";"1 mês";"23";"14";"9";"13";"7";"6";"1";"1";"-";"-";"-";"-";"9";"6";"3";"-";"-";"-"
"Paty do Alferes (RJ)";"2 meses";"30";"17";"13";"16";"8";"8";"1";"1";"-";"-";"-";"-";"13";"8";"5";"-";"-";"-"
"Paty do Alferes (RJ)";"3 meses";"27";"12";"15";"7";"3";"4";"1";"-";"1";"-";"-";"-";"19";"9";"10";"-";"-";"-"
"Paty do Alferes (RJ)";"4 meses";"35";"15";"20";"18";"8";"10";"4";"4";"-";"-";"-";"-";"13";"3";"10";"-";"-";"-"
"Paty do Alferes (RJ)";"5 meses";"25";"13";"12";"14";"11";"3";"3";"1";"2";"-";"-";"-";"8";"1";"7";"-";"-";"-"
"Paty do Alferes (RJ)";"6 meses";"29";"11";"18";"14";"5";"9";"1";"-";"1";"-";"-";"-";"14";"6";"8";"-";"-";"-"
"Paty do Alferes (RJ)";"7 meses";"32";"18";"14";"16";"9";"7";"2";"1";"1";"-";"-";"-";"14";"8";"6";"-";"-";"-"
"Paty do Alferes (RJ)";"8 meses";"18";"12";"6";"6";"4";"2";"3";"3";"-";"-";"-";"-";"9";"5";"4";"-";"-";"-"
"Paty do Alferes (RJ)";"9 meses";"36";"12";"24";"21";"5";"16";"2";"1";"1";"-";"-";"-";"13";"6";"7";"-";"-";"-"
"Paty do Alferes (RJ)";"10 meses";"29";"16";"13";"12";"5";"7";"1";"1";"-";"-";"-";"-";"16";"10";"6";"-";"-";"-"
"Paty do Alferes (RJ)";"11 meses";"33";"12";"21";"15";"6";"9";"2";"2";"-";"-";"-";"-";"16";"4";"12";"-";"-";"-"
"Paty do Alferes (RJ)";"1 ano";"335";"177";"158";"157";"85";"72";"24";"12";"12";"-";"-";"-";"154";"80";"74";"-";"-";"-"
"Paty do Alferes (RJ)";"2 anos";"361";"182";"179";"140";"71";"69";"33";"20";"13";"-";"-";"-";"188";"91";"97";"-";"-";"-"
"Paty do Alferes (RJ)";"3 anos";"436";"227";"209";"170";"78";"92";"43";"20";"23";"-";"-";"-";"222";"129";"93";"1";"-";"1"
"Paty do Alferes (RJ)";"4 anos";"384";"193";"191";"170";"91";"79";"27";"13";"14";"-";"-";"-";"187";"89";"98";"-";"-";"-"
"Paty do Alferes (RJ)";"5 a 9 anos";"2011";"983";"1028";"811";"386";"425";"164";"76";"88";"1";"-";"1";"1032";"520";"512";"3";"1";"2"
"Paty do Alferes (RJ)";"5 anos";"424";"218";"206";"177";"98";"79";"33";"19";"14";"-";"-";"-";"214";"101";"113";"-";"-";"-"
"Paty do Alferes (RJ)";"6 anos";"359";"168";"191";"157";"70";"87";"23";"8";"15";"-";"-";"-";"179";"90";"89";"-";"-";"-"
"Paty do Alferes (RJ)";"7 anos";"404";"200";"204";"146";"63";"83";"42";"20";"22";"-";"-";"-";"216";"117";"99";"-";"-";"-"
"Paty do Alferes (RJ)";"8 anos";"412";"199";"213";"177";"86";"91";"34";"12";"22";"1";"-";"1";"197";"100";"97";"3";"1";"2"
"Paty do Alferes (RJ)";"9 anos";"412";"198";"214";"154";"69";"85";"32";"17";"15";"-";"-";"-";"226";"112";"114";"-";"-";"-"
"Paty do Alferes (RJ)";"10 a 14 anos";"1868";"958";"910";"688";"347";"341";"209";"113";"96";"2";"2";"-";"964";"492";"472";"5";"4";"1"
"Paty do Alferes (RJ)";"10 anos";"374";"205";"169";"131";"69";"62";"41";"21";"20";"1";"1";"-";"199";"113";"86";"2";"1";"1"
"Paty do Alferes (RJ)";"11 anos";"365";"176";"189";"149";"72";"77";"43";"28";"15";"-";"-";"-";"173";"76";"97";"-";"-";"-"
"Paty do Alferes (RJ)";"12 anos";"384";"210";"174";"130";"74";"56";"47";"23";"24";"1";"1";"-";"204";"110";"94";"2";"2";"-"
"Paty do Alferes (RJ)";"13 anos";"370";"189";"181";"139";"67";"72";"45";"24";"21";"-";"-";"-";"186";"98";"88";"-";"-";"-"
"Paty do Alferes (RJ)";"14 anos";"375";"178";"197";"139";"65";"74";"33";"17";"16";"-";"-";"-";"202";"95";"107";"1";"1";"-"
"Paty do Alferes (RJ)";"15 a 19 anos";"1948";"961";"987";"716";"326";"390";"258";"138";"120";"-";"-";"-";"972";"496";"476";"2";"1";"1"
"Paty do Alferes (RJ)";"15 anos";"389";"197";"192";"159";"76";"83";"36";"17";"19";"-";"-";"-";"194";"104";"90";"-";"-";"-"
"Paty do Alferes (RJ)";"16 anos";"376";"185";"191";"143";"69";"74";"60";"35";"25";"-";"-";"-";"172";"80";"92";"1";"1";"-"
"Paty do Alferes (RJ)";"17 anos";"405";"199";"206";"130";"56";"74";"56";"35";"21";"-";"-";"-";"218";"108";"110";"1";"-";"1"
"Paty do Alferes (RJ)";"18 anos";"388";"189";"199";"149";"68";"81";"53";"23";"30";"-";"-";"-";"186";"98";"88";"-";"-";"-"
"Paty do Alferes (RJ)";"19 anos";"390";"191";"199";"135";"57";"78";"53";"28";"25";"-";"-";"-";"202";"106";"96";"-";"-";"-"
"Paty do Alferes (RJ)";"20 a 24 anos";"2140";"1030";"1110";"831";"384";"447";"308";"166";"142";"2";"1";"1";"999";"479";"520";"-";"-";"-"
"Paty do Alferes (RJ)";"20 anos";"408";"205";"203";"149";"74";"75";"59";"34";"25";"1";"-";"1";"199";"97";"102";"-";"-";"-"
"Paty do Alferes (RJ)";"21 anos";"421";"206";"215";"160";"70";"90";"63";"30";"33";"-";"-";"-";"198";"106";"92";"-";"-";"-"
